A településrészek részletes adatai,,,,,,,,,,
,,,,,,,,,,
Helység KSH kód,Helység hivatalos megnevezése,Vármegye megnevezése,Településrész megnevezése,Településrész jelleg kód,Postai irányító-szám,A külterület települési jellege,A településrész távolsága a központi belterülettől,A népszámlálási lakónépesség,A lakások száma,Lakott egyéb lakóegységek száma
21032,Alsózsolca,Borsod-Abaúj-Zemplén,Kemelytanya,02,3571,Mgl.,4.5,4,1,0
21032,Alsózsolca,Borsod-Abaúj-Zemplén,Központi belterület,00,3571,,,"5,500","1,820",0
21032,Alsózsolca,Borsod-Abaúj-Zemplén,Nagy út,02,3571,Ipt.,1.0,5,1,0
16197,Ambrózfalva,Csongrád-Csanád,Központi belterület,00,6916,,,435,241,0
29975,Anarcs,Szabolcs-Szatmár-Bereg,Központi belterület,00,4546,,,"1,811",639,0
28714,Andocs,Somogy,Központi belterület,00,8675,,,787,377,0
28714,Andocs,Somogy,Nagytoldipuszta,01,8675,,5.0,107,42,0
28714,Andocs,Somogy,Nagytoldipuszta külterülete,02,8675,Lh.,5.0,14,8,0
28714,Andocs,Somogy,Németsűrűpuszta,01,8675,,3.0,82,39,0
17987,Andornaktálya,Heves,Központi belterület,00,3399,,,"2,641","1,047",1
17987,Andornaktálya,Heves,Rózsahegy,02,3399,Kt.,3.0,,,
12317,Andrásfa,Vas,Központi belterület,00,9811,,,240,133,0
34227,Annavölgy,Komárom-Esztergom,Kaolintelep,02,2529,Ipt.,2.0,1,1,0
34227,Annavölgy,Komárom-Esztergom,Központi belterület,00,2529,,,885,389,0
34227,Annavölgy,Komárom-Esztergom,Szennyvíztelep,02,2529,Ipt.,1.5,,,
28370,Apácatorna,Veszprém,Gátőrház,02,8477,Őh.,0.1,1,1,0
28370,Apácatorna,Veszprém,Központi belterület,00,8477,,,148,78,0
28370,Apácatorna,Veszprém,Tóthfarm,02,8477,Mgl.,0.1,4,1,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Állami gazdaság,02,4553,Mgl.,1.5,26,10,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Árpáskert,02,4553,Szál.,0.4,3,1,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Emmatanya,02,4553,Mgl.,2.5,2,1,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Györkehegytanya,02,4553,Kt.,1.5,,,
20303,Apagy,Szabolcs-Szatmár-Bereg,Központi belterület,00,4553,,,"2,162",839,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Nagyharaszttanya,02,4553,Mgl.,3.8,,1,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Nagyszőlő,02,4553,Mgl.,2.7,1,1,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Szmolkaház,02,4553,Mgl.,1.5,1,1,0
20303,Apagy,Szabolcs-Szatmár-Bereg,Szőkéskúttanya,02,4553,Mgl.,2.5,,,
33561,Apaj,Pest,Belsőszúnyog,02,2340,Mgl.,5.0,20,13,0
33561,Apaj,Pest,Csikótelep,02,2340,Mgl.,6.0,1,2,0
33561,Apaj,Pest,Déli Baromfitelep,02,2345,Mgl.,1.5,2,1,0
33561,Apaj,Pest,Központi belterület,00,2345,,,"1,046",399,0
33561,Apaj,Pest,Szekerestanya,02,2345,Kt.,1.5,,,
33561,Apaj,Pest,Szivattyútelep,02,2340,Üszl.,4.4,,,
33561,Apaj,Pest,Szőrhalom,02,2345,Mgl.,4.0,13,13,0
26125,Aparhant,Tolna,Csöcskepuszta,02,7186,Kt.,3.0,,,
26125,Aparhant,Tolna,Központi belterület,00,7186,,,928,385,0
14252,Apátfalva,Csongrád-Csanád,Apátfalva külterülete,02,6931,Mgl.,3.0,7,1,0
14252,Apátfalva,Csongrád-Csanád,Belezdűlő,02,6931,Mgl.,0.1,,,
14252,Apátfalva,Csongrád-Csanád,Csordakút,02,6931,Mgl.,3.0,9,7,0
14252,Apátfalva,Csongrád-Csanád,Kákás-Cservölgy,02,6931,Mgl.,6.2,6,5,0
14252,Apátfalva,Csongrád-Csanád,Központi belterület,00,6931,,,"2,801","1,492",0
14252,Apátfalva,Csongrád-Csanád,Nagyúttanya,02,6931,Mgl.,0.1,1,3,0
14252,Apátfalva,Csongrád-Csanád,Püspökugar,02,6931,Mgl.,5.0,4,1,0
08873,Apátistvánfalva,Vas,Apát Hotel,02,9982,Kt.,0.7,,,
08873,Apátistvánfalva,Vas,Központi belterület,00,9982,,,400,160,0
27298,Apátvarasd,Baranya,Központi belterület,00,7720,,,114,39,0
27298,Apátvarasd,Baranya,Vadászcsárda,02,7720,Mgl.,2.8,1,1,0
07241,Apc,Heves,Farkasmajor,02,3032,Mgl.,2.0,,2,0
07241,Apc,Heves,Ferenctanya,02,3032,Mgl.,1.0,7,2,0
07241,Apc,Heves,Gyár utca,02,3032,Ipt.,1.6,18,12,0
07241,Apc,Heves,Központi belterület,00,3032,,,"2,425","1,068",0
07241,Apc,Heves,Téglagyár,02,3032,Mgl.,1.2,5,3,0
07241,Apc,Heves,Vasút utca,02,3032,Forg.,1.8,,,
10108,Áporka,Pest,Dunaparti üdülőterület,01,2338,,3.0,165,92,0
10108,Áporka,Pest,Központi belterület,00,2338,,,"1,080",413,0
10108,Áporka,Pest,Szentkirálytelep,02,2338,Mgl.,1.5,18,9,0
10108,Áporka,Pest,Tanyák,02,2338,Mgl.,2.0,13,9,0
21148,Apostag,Bács-Kiskun,Dunapart,02,6088,Mgl.,2.6,23,14,0
21148,Apostag,Bács-Kiskun,Erdő dűlő,02,6088,Mgl.,1.5,11,8,0
21148,Apostag,Bács-Kiskun,Hegyekköze,02,6088,Mgl.,5.0,3,4,0
21148,Apostag,Bács-Kiskun,Kovacsosdűlő,02,6088,Mgl.,2.0,,1,0
21148,Apostag,Bács-Kiskun,Központi belterület,00,6088,,,"2,021",940,0
21148,Apostag,Bács-Kiskun,Külterület,02,6088,,,,,
21148,Apostag,Bács-Kiskun,Nagykút,02,6088,Mgl.,5.0,5,12,0
09353,Aranyosapáti,Szabolcs-Szatmár-Bereg,Gátőrház,02,4634,Őh.,2.0,4,1,0
09353,Aranyosapáti,Szabolcs-Szatmár-Bereg,Központi belterület,00,4634,,,"2,001",639,0
06886,Aranyosgadány,Baranya,Keménygadány,01,7671,,1.5,102,37,0
06886,Aranyosgadány,Baranya,Központi belterület,00,7671,,,248,100,2
06886,Aranyosgadány,Baranya,Külterület,02,7671,Mgl.,1.0,,,
26198,Arka,Borsod-Abaúj-Zemplén,Központi belterület,00,3885,,,58,72,0
14331,Arló,Borsod-Abaúj-Zemplén,Bagólápatanya,02,3663,Kt.,2.5,,,
14331,Arló,Borsod-Abaúj-Zemplén,Dobronyapuszta,02,3663,Őh.,3.8,,,
14331,Arló,Borsod-Abaúj-Zemplén,Dónatanya,02,3663,Lh.,3.3,6,3,0
14331,Arló,Borsod-Abaúj-Zemplén,Gúnártanya,02,3663,Kt.,2.0,,,
14331,Arló,Borsod-Abaúj-Zemplén,Ivánkatanya,02,3663,Őh.,3.8,3,2,0
14331,Arló,Borsod-Abaúj-Zemplén,Keserűtanya,02,3663,Szál.,7.0,,1,0
14331,Arló,Borsod-Abaúj-Zemplén,Központi belterület,00,3663,,,"3,447","1,058",0
14331,Arló,Borsod-Abaúj-Zemplén,Pócostanya,02,3663,Lh.,3.0,6,3,0
14331,Arló,Borsod-Abaúj-Zemplén,Somsályi kitérő,02,3663,Lh.,1.2,,1,0
14331,Arló,Borsod-Abaúj-Zemplén,Sulyoktanya,02,3663,Lh.,3.5,2,1,0
14331,Arló,Borsod-Abaúj-Zemplén,Suvadásostó,01,3663,,1.0,77,49,0
14331,Arló,Borsod-Abaúj-Zemplén,Vanyicstanya,02,3663,Lh.,2.0,12,6,0
03771,Arnót,Borsod-Abaúj-Zemplén,Kishegy-dűlő,02,3713,Mgl.,4.0,,,
03771,Arnót,Borsod-Abaúj-Zemplén,Központi belterület,00,3713,,,"2,257",818,0
03771,Arnót,Borsod-Abaúj-Zemplén,Meggyes-tanya,02,3713,Mgl.,6.0,1,1,0
03823,Ároktő,Borsod-Abaúj-Zemplén,Gátőrházak,02,3467,Őh.,3.2,2,1,0
03823,Ároktő,Borsod-Abaúj-Zemplén,Központi belterület,00,3467,,,"1,042",450,0
03823,Ároktő,Borsod-Abaúj-Zemplén,Nagytanya,02,3467,Mgl.,5.5,4,1,0
03823,Ároktő,Borsod-Abaúj-Zemplén,Paptanya,02,3467,Kt.,1.8,,,
19062,Árpádhalom,Csongrád-Csanád,Központi belterület,00,6623,,,366,201,0
19062,Árpádhalom,Csongrád-Csanád,Puszta,02,6623,Mgl.,5.7,5,4,0
19062,Árpádhalom,Csongrád-Csanád,Sirom,02,6623,Mgl.,1.5,,,
19062,Árpádhalom,Csongrád-Csanád,Szendreimajor,02,6623,Mgl.,2.8,,2,0
19062,Árpádhalom,Csongrád-Csanád,Tanya,02,6623,Mgl.,5.1,16,14,0
19062,Árpádhalom,Csongrád-Csanád,Zoltán tér,02,6623,Mgl.,2.5,6,6,0
32249,Árpás,Győr-Moson-Sopron,Dombiföld,01,9132,,1.2,17,12,0
32249,Árpás,Győr-Moson-Sopron,Gátőrház,02,9132,Őh.,0.3,4,1,0
32249,Árpás,Győr-Moson-Sopron,Kálmánpuszta,02,9132,Mgl.,2.0,,3,0
32249,Árpás,Győr-Moson-Sopron,Központi belterület,00,9132,,,238,125,0
32249,Árpás,Győr-Moson-Sopron,Szivattyútelep,02,9132,Őh.,1.5,3,1,0
03319,Ártánd,Hajdú-Bihar,Központi belterület,00,4115,,,473,234,0
10339,Ásotthalom,Csongrád-Csanád,I. körzet,02,6783,Mgl.,0.5,58,27,0
10339,Ásotthalom,Csongrád-Csanád,II. körzet,02,6783,Mgl.,3.0,235,100,0
10339,Ásotthalom,Csongrád-Csanád,III. körzet,02,6783,Mgl.,3.5,87,78,0
10339,Ásotthalom,Csongrád-Csanád,IV. körzet,02,6783,Mgl.,6.0,374,205,0
10339,Ásotthalom,Csongrád-Csanád,IX. körzet,02,6783,Mgl.,0.0,112,74,0
10339,Ásotthalom,Csongrád-Csanád,Központi belterület,00,6783,,,"1,970",880,0
10339,Ásotthalom,Csongrád-Csanád,V. körzet,02,6783,Mgl.,6.0,91,73,0
10339,Ásotthalom,Csongrád-Csanád,VI. körzet,02,6783,Mgl.,4.0,122,77,0
10339,Ásotthalom,Csongrád-Csanád,VII. körzet,02,6783,Mgl.,4.5,212,139,0
10339,Ásotthalom,Csongrád-Csanád,VIII. körzet,02,6783,Mgl.,6.5,269,162,0
10339,Ásotthalom,Csongrád-Csanád,X. körzet,02,6783,Mgl.,5.5,104,86,0
26921,Ásványráró,Győr-Moson-Sopron,Gátőrház,02,9177,Őh.,2.0,18,11,0
26921,Ásványráró,Győr-Moson-Sopron,Központi belterület,00,9177,,,"2,076",866,1
26921,Ásványráró,Győr-Moson-Sopron,Malomhely,02,9177,Mgl.,1.5,2,1,0
26921,Ásványráró,Győr-Moson-Sopron,Somogyitanya,02,9177,Mgl.,1.0,,1,0
26921,Ásványráró,Győr-Moson-Sopron,Zsejkepuszta,02,9177,Kt.,3.0,2,1,0
04233,Aszaló,Borsod-Abaúj-Zemplén,Központi belterület,00,3841,,,"1,849",620,0
04233,Aszaló,Borsod-Abaúj-Zemplén,Külterület,02,3841,Lh.,1.2,,,
23852,Ászár,Komárom-Esztergom,Ászár vasútállomás,02,2881,Forg.,1.0,,,
23852,Ászár,Komárom-Esztergom,Ászári keményítőgyár,02,2881,Üszl.,2.5,43,18,0
23852,Ászár,Komárom-Esztergom,Központi belterület,00,2881,,,"1,606",652,0
23852,Ászár,Komárom-Esztergom,Páskomiszőlő,02,2881,Mgl.,1.0,,1,0
16188,Aszód,Pest,Központi belterület,00,2170,,,"6,136","2,625",0
16188,Aszód,Pest,Mély út,02,2170,Mgl.,2.0,12,3,0
16188,Aszód,Pest,Pesti út,01,2170,,2.0,,,
16188,Aszód,Pest,Sportpálya,02,2170,Ki.,1.5,,,
07339,Aszófő,Veszprém,Felsőmocsár,02,8241,Őh.,2.0,5,1,0
07339,Aszófő,Veszprém,Központi belterület,00,8241,,,468,191,0
07339,Aszófő,Veszprém,Öreghegy,02,8241,Mgl.,0.5,2,2,0
07339,Aszófő,Veszprém,Vörösmál,02,8241,Mgl.,0.5,,,
28583,Áta,Baranya,Áta vasútállomás,02,7763,Forg.,1.1,2,7,0
28583,Áta,Baranya,Központi belterület,00,7763,,,151,80,1
06503,Átány,Heves,Központi belterület,00,3371,,,"1,458",517,0
06503,Átány,Heves,Külterület,02,3371,Mgl.,3.0,,,
16090,Atkár,Heves,Ilonatelep,02,3213,Kt.,4.0,3,1,0
16090,Atkár,Heves,Központi belterület,00,3213,,,"1,750",737,1
16090,Atkár,Heves,Tabimajor,02,3213,Kt.,1.5,,,
16090,Atkár,Heves,Taspuszta,02,3213,Mgl.,1.5,1,3,0
32735,Attala,Tolna,Halház,02,7252,Üszl.,1.0,5,1,0
32735,Attala,Tolna,Kalocsatanya,02,7252,Mgl.,1.5,6,1,0
32735,Attala,Tolna,Központi belterület,00,7252,,,688,318,0
32735,Attala,Tolna,Szentiváni erdészlak,02,7200,Őh.,5.0,,,
32735,Attala,Tolna,Szentivánpuszta,02,7200,Lh.,5.0,27,26,0
05403,Babarc,Baranya,Központi belterület,00,7757,,,686,311,0
09663,Babarcszőlős,Baranya,Központi belterület,00,7814,,,88,59,0
09663,Babarcszőlős,Baranya,Kucskatanya,02,7814,Lh.,1.5,,1,0
30474,Babócsa,Somogy,Központi belterület,00,7584,,,"1,367",685,0
19363,Bábolna,Komárom-Esztergom,64-es erdő,02,2943,Kt.,4.5,,,
19363,Bábolna,Komárom-Esztergom,Csemerház,02,2943,Üszl.,3.0,33,16,0
19363,Bábolna,Komárom-Esztergom,Darányitelep,02,2943,Üszl.,2.0,23,8,0
19363,Bábolna,Komárom-Esztergom,Farkaskút,02,2943,Üszl.,5.0,106,40,0
19363,Bábolna,Komárom-Esztergom,Kajánd,02,2943,Üszl.,5.0,11,7,0
19363,Bábolna,Komárom-Esztergom,Kisbábolna,02,2943,Üszl.,4.5,9,5,0
19363,Bábolna,Komárom-Esztergom,Központi belterület,00,2943,,,"3,246","1,294",0
19363,Bábolna,Komárom-Esztergom,Lopkovicztanya,02,2943,Kt.,4.0,,,
19363,Bábolna,Komárom-Esztergom,Mihályházapuszta,02,2943,Üszl.,6.5,13,9,0
19363,Bábolna,Komárom-Esztergom,Ölbőpuszta,02,2943,Üszl.,7.0,,,
19363,Bábolna,Komárom-Esztergom,Rittertelep,02,2943,Üszl.,4.5,,2,0
28316,Bábonymegyer,Somogy,Központi belterület,00,8658,,,763,341,0
28316,Bábonymegyer,Somogy,Szabadsághegy,02,8658,Kt.,3.0,1,1,0
21263,Babosdöbréte,Zala,Kishegy,02,8983,Kt.,3.0,9,5,0
21263,Babosdöbréte,Zala,Kőhegy,02,8983,Kt.,3.0,4,3,0
21263,Babosdöbréte,Zala,Kökényesmindszent,02,8983,Lh.,2.0,44,19,0
21263,Babosdöbréte,Zala,Központi belterület,00,8983,,,360,157,0
21263,Babosdöbréte,Zala,Széchenyi,01,8983,,1.0,54,33,0
21263,Babosdöbréte,Zala,Tordahegy,02,8983,Kt.,1.5,10,8,0
21263,Babosdöbréte,Zala,Újavashegy,02,8983,Mgl.,2.0,33,14,0
15042,Babót,Győr-Moson-Sopron,Erdészlak,02,9351,Őh.,2.0,,1,0
15042,Babót,Győr-Moson-Sopron,Heinerházak,02,9351,Lh.,1.0,,1,0
15042,Babót,Győr-Moson-Sopron,Központi belterület,00,9351,,,"1,057",483,0
15042,Babót,Győr-Moson-Sopron,Kültelek,02,9351,Lh.,1.0,,,
15042,Babót,Győr-Moson-Sopron,Öregmalom,02,9351,Mgl.,3.0,,1,0
10719,Bácsalmás,Bács-Kiskun,Dobokanagyjárás,02,6430,Mgl.,4.0,19,17,0
10719,Bácsalmás,Bács-Kiskun,Központi belterület,00,6430,,,"5,960","2,952",1
10719,Bácsalmás,Bács-Kiskun,Kunbajapuszta,02,6430,Mgl.,4.0,1,3,0
10719,Bácsalmás,Bács-Kiskun,Óalmás,02,6430,Mgl.,6.0,65,60,0
10719,Bácsalmás,Bács-Kiskun,Ószőlők,02,6430,Mgl.,5.0,53,41,0
10719,Bácsalmás,Bács-Kiskun,Szászitelep,02,6430,Mgl.,5.0,3,2,0
10719,Bácsalmás,Bács-Kiskun,Telekiszőlők,02,6430,Mgl.,6.0,36,34,0
10180,Bácsbokod,Bács-Kiskun,Központi belterület,00,6453,,,"2,325","1,173",0
10180,Bácsbokod,Bács-Kiskun,Tanya,02,6453,Mgl.,3.0,2,4,0
27234,Bácsborsód,Bács-Kiskun,Cérnahát,02,6454,Mgl.,4.0,7,7,0
27234,Bácsborsód,Bács-Kiskun,Kövesmajor,02,6454,Mgl.,3.0,4,4,0
27234,Bácsborsód,Bács-Kiskun,Központi belterület,00,6454,,,"1,038",405,0
27234,Bácsborsód,Bács-Kiskun,Veszettkút,02,6454,Mgl.,5.0,5,3,0
08697,Bácsszentgyörgy,Bács-Kiskun,Központi belterület,00,6511,,,111,87,0
08697,Bácsszentgyörgy,Bács-Kiskun,Külterület,02,6511,Mgl.,1.0,,,
30155,Bácsszőlős,Bács-Kiskun,Dobokanagyjárás,02,6425,Mgl.,5.0,17,11,0
30155,Bácsszőlős,Bács-Kiskun,Központi belterület,00,6425,,,172,87,0
30155,Bácsszőlős,Bács-Kiskun,Kunbajapuszta,02,6425,Mgl.,4.0,43,33,0
30155,Bácsszőlős,Bács-Kiskun,Ószőlők,02,6425,Mgl.,2.0,46,48,0
30155,Bácsszőlős,Bács-Kiskun,Telekiszőlők,02,6425,Mgl.,2.0,23,33,0
22327,Badacsonytomaj,Veszprém,Badacsonyiszőlők,02,8261,Lh.,2.0,31,24,0
22327,Badacsonytomaj,Veszprém,Badacsonyörs,01,8257,,2.0,328,233,0
22327,Badacsonytomaj,Veszprém,Badacsonyörsiszőlők,02,8257,Mgl.,2.1,35,48,0
22327,Badacsonytomaj,Veszprém,Csángó,02,8258,Mgl.,4.5,,1,0
22327,Badacsonytomaj,Veszprém,Erdős utca,02,8258,Lh.,0.5,23,18,0
22327,Badacsonytomaj,Veszprém,Felsőkolónia,02,8258,Lh.,2.5,14,10,0
22327,Badacsonytomaj,Veszprém,Központi belterület,00,8258,,,"1,556",844,0
22327,Badacsonytomaj,Veszprém,Vasúti őrház,02,8258,Forg.,0.2,,,
03267,Badacsonytördemic,Veszprém,Központi belterület,00,8263,,,803,487,0
03267,Badacsonytördemic,Veszprém,Lábdi,02,8263,Üd.,2.0,2,3,0
03267,Badacsonytördemic,Veszprém,Újhegy,02,8263,Mgl.,4.0,28,11,0
09131,Bag,Pest,Aszódi út,02,2191,Ipt.,2.1,,,
09131,Bag,Pest,Dutkadűlő,02,2191,Üd.,0.5,19,7,0
09131,Bag,Pest,Keresztfadűlő,02,2191,Üd.,0.6,12,4,0
09131,Bag,Pest,Kisbag,02,2191,Lh.,5.0,2,2,0
09131,Bag,Pest,Központi belterület,00,2191,,,"3,691","1,313",0
09131,Bag,Pest,Temetődűlő,02,2191,Üd.,0.4,37,14,0
20011,Bagamér,Hajdú-Bihar,Központi belterület,00,4286,,,"2,372",923,4
20011,Bagamér,Hajdú-Bihar,Külsőliget,02,4264,Mgl.,9.0,15,13,0
11059,Baglad,Zala,Központi belterület,00,8977,,,41,38,0
30368,Bagod,Zala,Központi belterület,00,8992,,,"1,196",462,0
30368,Bagod,Zala,Szentpál,01,8992,,2.0,12,9,0
28769,Bágyogszovát,Győr-Moson-Sopron,Központi belterület,00,9145,,,"1,287",551,0
29212,Baj,Komárom-Esztergom,Központi belterület,00,2836,,,"2,370","1,009",0
29212,Baj,Komárom-Esztergom,Szőlőhegy,02,2836,Mgl.,1.5,517,663,0
03522,Baja,Bács-Kiskun,Központi belterület,00,6500,,,"31,571","16,545",0
03522,Baja,Bács-Kiskun,Tanyák (I. körzet),02,6500,Mgl.,5.0,47,25,0
03522,Baja,Bács-Kiskun,Tanyák (II. körzet),02,6500,Mgl.,9.0,346,162,0
03522,Baja,Bács-Kiskun,Tanyák (III. körzet),02,6500,Mgl.,0.0,239,106,0
03522,Baja,Bács-Kiskun,Tanyák (IV. körzet),02,6500,Mgl.,6.0,576,232,0
03522,Baja,Bács-Kiskun,Tanyák (V. körzet),02,6500,Mgl.,3.0,361,172,0
17020,Bajánsenye,Vas,Központi belterület,00,9944,,,492,244,0
16744,Bajna,Komárom-Esztergom,Erdészet,02,2525,Ipt.,0.5,,,
16744,Bajna,Komárom-Esztergom,Juhhodály,02,2525,Mgl.,3.0,,1,0
16744,Bajna,Komárom-Esztergom,Kinizsimalom,02,2525,Lh.,1.5,5,6,0
16744,Bajna,Komárom-Esztergom,Központi belterület,00,2525,,,"1,852",770,0
16744,Bajna,Komárom-Esztergom,Páskomdűlő,02,2525,Lh.,0.1,6,1,1
16744,Bajna,Komárom-Esztergom,Sárás,02,2525,Lh.,2.5,,1,0
29355,Bajót,Komárom-Esztergom,Központi belterület,00,2533,,,"1,567",545,0
29355,Bajót,Komárom-Esztergom,Péliföldszentkereszt,02,2533,Üd.,3.0,58,2,0
29355,Bajót,Komárom-Esztergom,Szarkás,02,2535,Lh.,6.0,13,4,0
04738,Bak,Zala,Baki szőlőhegy,02,8945,Lh.,2.8,2,2,0
04738,Bak,Zala,Hannamajor,02,8945,Kt.,3.3,,,
04738,Bak,Zala,Központi belterület,00,8945,,,"1,538",577,0
04738,Bak,Zala,Nénai erdészlak,02,8945,Őh.,4.0,,,
14395,Bakháza,Somogy,Központi belterület,00,7585,,,152,80,0
22275,Bakóca,Baranya,Központi belterület,00,7393,,,265,133,0
22275,Bakóca,Baranya,Külterület,02,7393,Kt.,1.0,,,
22275,Bakóca,Baranya,Zsirmontanya,02,7393,Mgl.,0.5,5,1,0
15167,Bakonszeg,Hajdú-Bihar,Gátőrház,02,4164,Őh.,1.0,3,1,0
15167,Bakonszeg,Hajdú-Bihar,Gazdatelep,02,4164,Mgl.,3.0,1,1,0
15167,Bakonszeg,Hajdú-Bihar,Kórógyi gátőrház,02,4164,Őh.,1.0,3,3,0
15167,Bakonszeg,Hajdú-Bihar,Központi belterület,00,4164,,,"1,086",578,0
15167,Bakonszeg,Hajdú-Bihar,Miragymajor,02,4164,Mgl.,5.0,,1,0
15167,Bakonszeg,Hajdú-Bihar,Remetetó,02,4164,Üd.,3.0,13,11,0
15167,Bakonszeg,Hajdú-Bihar,Sárréti juhászati telep,02,4164,Mgl.,8.0,2,1,0
15167,Bakonszeg,Hajdú-Bihar,Szilágyimajor,02,4164,Mgl.,4.0,4,1,0
08299,Bakonya,Baranya,Árvaytanya,02,7675,Mgl.,0.7,,,
08299,Bakonya,Baranya,Csengődimalom,02,7675,Kt.,1.5,,,
08299,Bakonya,Baranya,Erdészlak,02,7675,Kt.,1.4,,,
08299,Bakonya,Baranya,Farkastanya,02,7675,Kt.,0.6,1,1,0
08299,Bakonya,Baranya,Központi belterület,00,7675,,,330,133,0
08299,Bakonya,Baranya,Külterület,02,7675,Lh.,0.7,9,3,2
08299,Bakonya,Baranya,Márkócsárda,02,7940,Mgl.,3.5,,,
08299,Bakonya,Baranya,Vargatanya,02,7675,Mgl.,1.3,2,1,0
24244,Bakonybánk,Komárom-Esztergom,Bakonybánk vasútállomás,02,2885,Forg.,1.0,,1,0
24244,Bakonybánk,Komárom-Esztergom,Fűrésztelep,02,2885,Ipt.,1.0,,,
24244,Bakonybánk,Komárom-Esztergom,Gombástanya,02,2885,Lh.,1.2,14,3,0
24244,Bakonybánk,Komárom-Esztergom,Káditanya,02,2885,Lh.,3.0,,,
24244,Bakonybánk,Komárom-Esztergom,Kiss- és Tunglitanya,02,2885,Lh.,2.5,1,3,0
24244,Bakonybánk,Komárom-Esztergom,Központi belterület,00,2885,,,385,192,0
24244,Bakonybánk,Komárom-Esztergom,Laláktanya,02,2885,Kt.,1.2,,,
24244,Bakonybánk,Komárom-Esztergom,Polgártanya,02,2885,Lh.,1.0,4,1,0
24244,Bakonybánk,Komárom-Esztergom,Tóthtanya,02,2885,Lh.,1.0,5,2,0
23746,Bakonybél,Veszprém,Gáthegyalja,02,8427,Üd.,1.0,1,1,0
23746,Bakonybél,Veszprém,Központi belterület,00,8427,,,"1,089",550,0
23746,Bakonybél,Veszprém,Somhegypuszta,02,8427,Lh.,3.0,36,19,0
23746,Bakonybél,Veszprém,Vániklegelő,02,8427,Üd.,4.0,1,1,0
08730,Bakonycsernye,Fejér,Bodótanya,02,8056,Mgl.,5.5,5,1,0
08730,Bakonycsernye,Fejér,Dolosd,02,8056,Mgl.,3.0,,1,0
08730,Bakonycsernye,Fejér,Inotapuszta,02,8056,Mgl.,8.0,5,2,0
08730,Bakonycsernye,Fejér,Központi belterület,00,8056,,,"2,901","1,201",1
08730,Bakonycsernye,Fejér,Nagygyónpuszta,02,8056,Mgl.,0.6,25,6,0
08730,Bakonycsernye,Fejér,Szakácsmalom,02,8056,Kt.,5.0,4,1,0
08730,Bakonycsernye,Fejér,Szarvasbükk,02,8056,Kt.,3.0,,,
28936,Bakonygyirót,Győr-Moson-Sopron,Központi belterület,00,8433,,,141,107,0
28936,Bakonygyirót,Győr-Moson-Sopron,Öreghegy,02,8433,Lh.,1.0,,3,0
28936,Bakonygyirót,Győr-Moson-Sopron,Pince sor,02,8433,Lh.,0.5,3,2,0
29513,Bakonyjákó,Veszprém,Erdészház,02,8581,Őh.,4.0,,,
29513,Bakonyjákó,Veszprém,Járiföld,02,8581,Mgl.,2.0,31,18,0
29513,Bakonyjákó,Veszprém,Központi belterület,00,8581,,,653,260,1
29513,Bakonyjákó,Veszprém,Remigpuszta,02,8581,Mgl.,3.0,1,1,0
07287,Bakonykoppány,Veszprém,Központi belterület,00,8571,,,175,117,0
23153,Bakonykúti,Fejér,Központi belterület,00,8045,,,159,89,0
23153,Bakonykúti,Fejér,Zsellérkert,02,8045,Mgl.,0.1,2,1,0
25991,Bakonynána,Veszprém,Központi belterület,00,8422,,,959,365,0
30410,Bakonyoszlop,Veszprém,Központi belterület,00,8418,,,445,206,0
30410,Bakonyoszlop,Veszprém,Mésztelep,02,8418,Lh.,0.3,,1,0
30410,Bakonyoszlop,Veszprém,Szőlőhegy,01,8418,,0.8,,1,0
22062,Bakonypéterd,Győr-Moson-Sopron,Központi belterület,00,9088,,,287,129,0
06327,Bakonypölöske,Veszprém,Központi belterület,00,8457,,,389,160,0
29902,Bakonyság,Veszprém,Csárdapuszta,02,8557,Mgl.,1.1,,,
29902,Bakonyság,Veszprém,Kisdémpuszta,02,8557,Mgl.,1.7,2,13,0
29902,Bakonyság,Veszprém,Központi belterület,00,8557,,,49,42,0
29902,Bakonyság,Veszprém,Zámbótanya,02,8557,Mgl.,1.2,1,1,0
25229,Bakonysárkány,Komárom-Esztergom,22-es vasúti őrház,02,2861,Forg.,1.5,1,1,0
25229,Bakonysárkány,Komárom-Esztergom,Halmos László utca külterülete,02,2861,Forg.,1.5,6,1,0
25229,Bakonysárkány,Komárom-Esztergom,Központi belterület,00,2861,,,880,355,0
25229,Bakonysárkány,Komárom-Esztergom,Tölgyestelep,02,2861,Kt.,3.5,,,
25229,Bakonysárkány,Komárom-Esztergom,Vértessy Ferenc utca,02,2861,Mgl.,0.7,75,33,0
23922,Bakonyszentiván,Veszprém,Hangyálostanya,02,8557,Kt.,5.4,,,
23922,Bakonyszentiván,Veszprém,Központi belterület,00,8557,,,216,99,0
23922,Bakonyszentiván,Veszprém,Szakácsmalom,02,8557,Kt.,1.5,,,
22813,Bakonyszentkirály,Veszprém,Hajmáspuszta,02,8430,Mgl.,8.0,6,11,0
